state,session.year_start,bill_number,description,status,url,Type, , , , , , , , , , , , , , , , , , 
HI,2016,HB2764,"Provides that government should not substantially burden religious exercise without compelling justification. Establishes protections for religious freedom, including in the laws concerning public accommodations and marriage.",Dead,https://legiscan.com/HI/bill/HB2764/2016,Marriage,,,,,,,,,,,,,,,,,,
HI,2015,HB1160,Prohibits the State or any county from burdening any person's right to exercise religion absent that burden being the least restrictive means of furthering a compelling governmental interest.,Dead,https://legiscan.com/HI/bill/HB1160/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
HI,2016,HB2181,Protects the free exercise of religious beliefs and moral convictions by prohibiting the State from taking any discriminatory action against a person based on the person's sincerely held religious belief or moral conviction. Provides a cause of action for a violation of the Act.,Intro,https://legiscan.com/HI/bill/HB2181/2016,Adoption Bill,,,,,,,,,,,,,,,,,,
HI,2014,HB2398,"Establishes protections for religious freedom, including in the laws concerning public accommodations, marriage, and sexuality health education programs funded by the State.",Intro,https://legiscan.com/HI/bill/HB2398/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
HI,2016,HB2532,Protects the free exercise of religious beliefs and moral convictions by prohibiting the State from taking any discriminatory action against a person based on the person's sincerely held religious belief or moral conviction. Provides a cause of action for a violation of the Act.,Intro,https://legiscan.com/HI/bill/HB2532/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
HI,2014,HB1624,Provides that government should not substantially burden religious exercise without compelling justification; applies the compelling interest test to balance religious liberty and competing government interest.,Intro,https://legiscan.com/HI/bill/HB1624/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
HI,2010,HB1282,"Designates the second Saturday in July of each year as ""Religious Freedom Day in Hawaii"".",Intro,https://legiscan.com/HI/bill/HB1282/2010,Religious Freedom Day,,,,,,,,,,,,,,,,,,
HI,2010,SB136,"Designates the second Saturday in July of each year as ""Religious Freedom Day in Hawaii"".",Intro,https://legiscan.com/HI/bill/SB136/2010,Religious Freedom Day,,,,,,,,,,,,,,,,,,
HI,2018,HB823,Prohibits the State or any county from burdening any person's right to exercise religion absent that burden being the least restrictive means of furthering a compelling governmental interest.,Intro,https://legiscan.com/HI/bill/HB823/2018,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2016,HF2032,A bill for an act relating to the preservation of religious freedom.,Dead,https://legiscan.com/IA/bill/HF2032/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2016,HF2200,"A bill for an act relating to the standard of judicial review and providing a claim or defense when a state action burdens a person's exercise of religion, and including effective date provisions.",Dead,https://legiscan.com/IA/bill/HF2200/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2016,SF2171,"A bill for an act relating to the standard of judicial review and providing a claim or defense when a state action burdens a person's exercise of religion, and including effective date provisions.",Dead,https://legiscan.com/IA/bill/SF2171/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2018,HF2209,"A bill for an act relating to the standard of judicial review and providing a claim or defense when a state action burdens a person’s exercise of religion, and including effective date provisions.",Dead,https://legiscan.com/IA/bill/HF2209/2017,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2018,SF2154,"A bill for an act relating to the standard of judicial review and providing a claim or defense when a state action burdens a person’s exercise of religion, and including effective date provisions.",Dead,https://legiscan.com/IA/bill/SF2154/2017,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2018,SF2338,"A bill for an act relating to the standard of judicial review and providing a claim or defense when a state action burdens a person’s exercise of religion, and including effective date provisions. (Formerly SSB 3171.)",Dead,https://legiscan.com/IA/bill/SF2338/2017,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IA,2016,SF2211,"A bill for an act establishing the government nondiscrimination Act, and including effective date provisions.",Intro,https://legiscan.com/IA/bill/SF2211/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IA,2009,HF2350,A bill for an act establishing the religious conscience protection Act.,Intro,https://legiscan.com/IA/bill/HF2350/2009,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IA,2015,HF2207,"A bill for an act establishing the government nondiscrimination Act, and including effective date provisions.",Intro,https://legiscan.com/IA/bill/HF2207/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IA,2013,SF2153,A bill for an act establishing religious conscience protections for employers regarding the provision of health insurance or benefit coverages that include abortion and certain contraceptive services.,Intro,https://legiscan.com/IA/bill/SF2153/2013,Healthcare,,,,,,,,,,,,,,,,,,
IA,2015,SF118,A bill for an act establishing religious conscience protections for employers regarding the provision of health insurance or benefit coverages that include abortion and certain contraceptive services.,Intro,https://legiscan.com/IA/bill/SF118/2015,Healthcare,,,,,,,,,,,,,,,,,,
IA,2013,HF2282,"A bill for an act requiring display of the motto ""in God we trust"" by school districts.",Intro,https://legiscan.com/IA/bill/HF2282/2013,National Motto Display Act,,,,,,,,,,,,,,,,,,
IA,2019,HF444,A bill for an act relating to display of the national motto by school districts.,Intro,https://legiscan.com/IA/bill/HF444/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
ID,2016,S1342,"PUBLIC SCHOOL INSTRUCTION - Repeals and adds to existing law to provide when religious texts, including the Bible, are permitted to be used in public schools, with exceptions.",Passed,https://legiscan.com/ID/bill/S1342/2016,Bible Literacy Act,,,,,,,,,,,,,,,,,,
IL,2017,SB64,"Creates the Religious Freedom Defense Act. Prohibits the State and local governments from taking discriminatory action against a person if the person believes or acts under a religious belief or moral conviction that marriage is only between one man and one woman, or that sexual relations are properly reserved to such a marriage. Allows a person to assert a claim or defense under the Act in a judicial or administrative proceeding for damages, injunctive relief, declaratory relief, or other appropriate relief against the State or local government. Also allows the Attorney General to seek enforcement of the Act. Defines ""discriminatory action"", ""person"", ""State benefit program"", and ""State"".",Dead,https://legiscan.com/IL/bill/SB0064/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IL,2009,HB0288,Amends the Silent Reflection and Student Prayer Act. Changes the short title of the Act to the Student Silent Reflection Act. Allows a teacher to conduct (instead of requiring a teacher to observe) a brief period of silence at the opening of every school day with the participation of all pupils assembled. Provides that this period shall be an opportunity for such silent reflection as may be desired by each individual pupil (instead of an opportunity for silent prayer or for silent reflection on the anticipated activities of the day). Effective immediately.,Dead,https://legiscan.com/IL/bill/HB0288/2009,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IL,2011,HB0293,Amends the Silent Reflection and Student Prayer Act. Changes the title and short title of the Act. Repeals the Section of the Act requiring the observance of a brief period of silence in the classroom. Effective immediately.,Dead,https://legiscan.com/IL/bill/HB0293/2011,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IL,2017,HB5852,"Creates the O'Hare Transformation Act. Provides the findings and purposes for the creation of the Act. Defines terms. Provides that no airport property may be subject to taking by condemnation or otherwise by any unit of local government other than any agency, instrumentality, or political subdivision of this State. Provides that airport property shall not be subject to the laws of any unit of local government unless provided by ordinance of the City of Chicago. Provides that all City contracts for the O'Hare Transformation Program shall be subject to all applicable ordinances of the City and statutes of the State. Creates an advisory committee of 14 members to monitor, review, and report the utilization of minority-owned business enterprises and women-owned business enterprises during the O'Hare Transformation project. Preempts home rule powers with respect to the regulation and supervision of the City's implementation of the O'Hare Transformation Program. Repeals the O'Hare Modernization Act. Makes corresponding changes in the Archaeological and Paleontological Resources Act, the Human Skeletal Remains Protection Act, the Property Tax Code, the Local Government Facility Lease Act, the Downstate Forest Preserve District Act, the Cemetery Oversight Act, the Vital Records Act, the Illinois Aeronautics Act, the Code of Civil Procedure, the Eminent Domain Act, and the Religious Freedom Restoration Act. Effective immediately.",Dead,https://legiscan.com/IL/bill/HB5852/2017,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IL,2015,HB5927,"Amends the Common Interest Community Association Act. Provides that the board of a common interest community association shall have the authority to adopt and amend rules and regulations covering the details of the operation and use of the parcel after a meeting of the unit owners called for the specific purpose of discussing the proposed rules and regulations. Provides procedural requirements. Provides that no rule or regulation may impair any rights guaranteed by the First Amendment to the Constitution of the United States or Section 4 of Article I of the Illinois Constitution including, but not limited to, the free exercise of religion, nor may any rules or regulations conflict with the provisions of the Act or the declaration, operating agreement, or bylaws. Provides that no rule or regulation shall prohibit any reasonable accommodation for religious practices, including the attachment of religiously-mandated objects to the front-door area of a unit.",Intro,https://legiscan.com/IL/bill/HB5927/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
